id,rebuttal,arxiv,reviewlevel,novel,motivation,experiment,relatework,readable,score
4217,-0.866666667,-1,1,-1,0,-1,-1,0,-1
4218,-1,-1,-1,0,0,-1,0,0,0.428571429
4219,-1,-1,0.333333333,0,-1,-1,0,0,0.428571429
4220,-0.733333333,-1,1,0,0,-1,0,-1,1
4221,-0.866666667,-1,-1,0,0,-1,-1,0,-1
4222,-0.866666667,-1,-1,0,0,-1,-1,0,0.428571429
4223,-0.866666667,-1,-0.333333333,0,0,-1,0,-1,-0.428571429
4224,-1,-1,-0.333333333,0,0,-1,0,0,-1
4225,-1,-1,-1,0,0,-1,0,0,0.428571429
4226,-1,-1,0.333333333,-1,0,-1,-1,0,-0.428571429
4227,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
4228,-1,-1,0.333333333,0,-1,-1,0,0,-0.428571429
4229,-1,-1,0.333333333,0,-1,-1,-1,-1,-0.428571429
4230,-1,-1,1,0,0,0,-1,-1,0.428571429
4231,-1,-1,-1,0,0,-1,-1,0,-0.428571429
4232,-0.2,-1,-0.333333333,0,0,-1,0,0,0.428571429
4233,-0.466666667,-1,-0.333333333,0,-1,-1,0,-1,-0.428571429
4234,-0.733333333,-1,1,0,0,-1,0,0,-0.428571429
4235,-0.733333333,-1,1,0,-1,-1,0,-1,-1
4236,-1,-1,0.333333333,0,0,0,0,0,0.428571429
4237,-0.866666667,-1,1,0,0,-1,0,0,0.428571429
4238,-0.866666667,-1,-0.333333333,0,0,-1,0,0,-0.428571429
4239,-1,-1,-1,0,0,-1,0,-1,0.428571429
4240,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
4241,-1,1,-1,1,0,1,-1,0,0.428571429
4242,-1,1,0.333333333,0,0,-1,0,0,0.428571429
4243,-1,1,0.333333333,0,0,-1,0,-1,0.428571429
4244,-1,1,0.333333333,0,0,-1,0,0,0.428571429
4245,-0.866666667,1,-0.333333333,-1,0,0,0,0,0.428571429
4246,-1,1,-0.333333333,0,0,0,0,-1,-0.428571429
4247,-1,1,-0.333333333,0,-1,0,0,0,-1
4248,-0.733333333,1,1,-1,0,-1,0,0,-1
4249,-1,1,-0.333333333,-1,0,0,0,0,-0.428571429
4250,-1,-1,-0.333333333,0,-1,-1,-1,0,0.428571429
4251,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
4252,-1,1,0.333333333,0,0,-1,0,-1,-1
4253,-0.6,1,-0.333333333,0,0,1,0,0,0.428571429
4254,-1,1,1,-1,0,0,0,0,-0.428571429
4255,-0.866666667,1,-1,-1,-1,-1,0,-1,-0.428571429
4256,-1,1,1,0,0,-1,-1,-1,-0.428571429
4257,-1,1,-0.333333333,0,0,-1,-1,0,-0.428571429
4258,-1,1,-0.333333333,0,0,0,0,0,0.428571429
4259,-1,1,0.333333333,0,-1,-1,0,0,0.428571429
4260,-1,1,-0.333333333,0,0,-1,0,-1,0.428571429
4261,-1,-1,1,0,0,-1,0,0,-1
4262,-0.733333333,-1,-1,0,-1,-1,0,1,-0.428571429
4263,-1,-1,-1,0,0,-1,0,0,-0.428571429
4264,-1,-1,0.333333333,-1,-1,-1,0,-1,-0.428571429
4265,-1,-1,0.333333333,-1,-1,-1,-1,-1,-0.428571429
4266,-0.733333333,-1,1,0,0,-1,0,-1,0.428571429
4267,-1,-1,0.333333333,0,0,0,-1,-1,-0.428571429
4268,-1,-1,0.333333333,0,0,-1,-1,-1,-0.428571429
4269,-1,-1,-0.333333333,-1,0,0,0,0,-0.428571429
4270,-0.866666667,-1,1,-1,-1,0,0,0,-0.428571429
4271,-0.866666667,-1,0.333333333,0,0,-1,0,0,-1
4272,-0.733333333,-1,0.333333333,0,0,-1,0,0,-0.428571429
4273,-0.866666667,-1,0.333333333,-1,0,-1,-1,0,-0.428571429
4274,-0.733333333,-1,-0.333333333,0,0,0,0,0,0.428571429
4275,-0.733333333,-1,-0.333333333,-1,0,0,-1,0,-0.428571429
4276,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
4277,-1,-1,-1,0,0,1,0,-1,-0.428571429
4278,-0.866666667,-1,1,0,0,-1,0,0,-1
4279,-0.866666667,-1,0.333333333,-1,1,-1,0,0,-0.428571429
4280,-1,-1,-0.333333333,1,0,-1,0,0,-0.428571429
4281,-1,-1,-1,0,0,-1,-1,0,0.428571429
4282,-1,-1,-0.333333333,0,0,-1,0,-1,0.428571429
4283,-1,-1,-0.333333333,-1,0,-1,-1,0,-0.428571429
4284,-0.733333333,-1,-0.333333333,0,0,-1,-1,0,0.428571429
4285,-1,-1,0.333333333,0,1,-1,0,0,0.428571429
4286,-1,-1,0.333333333,0,1,1,0,0,1
4287,-1,-1,-0.333333333,-1,0,0,0,0,-1
4288,-1,-1,-0.333333333,0,-1,-1,-1,0,-0.428571429
4289,-1,-1,0.333333333,0,0,-1,0,0,-1
4290,-1,-1,0.333333333,-1,0,-1,0,0,-0.428571429
4291,-1,-1,0.333333333,0,-1,0,0,0,-0.428571429
4292,-0.866666667,1,-0.333333333,1,-1,-1,-1,-1,-0.428571429
4293,-1,1,0.333333333,-1,0,0,0,0,-1
4294,-0.6,1,0.333333333,0,0,1,0,0,-0.428571429
4295,-0.866666667,1,-1,-1,0,-1,-1,0,1
4296,-0.733333333,1,-0.333333333,0,-1,-1,0,-1,-0.428571429
4297,-0.866666667,1,-1,1,-1,-1,0,0,-0.428571429
4298,-0.866666667,1,0.333333333,1,0,-1,0,1,-1
4299,-1,-1,1,-1,0,-1,0,-1,-0.428571429
4300,-1,-1,1,0,0,-1,0,0,0.428571429
4301,-1,-1,-0.333333333,-1,0,-1,0,0,0.428571429
4302,-1,-1,0.333333333,0,-1,-1,0,0,-1
4303,-0.733333333,-1,0.333333333,-1,0,-1,0,0,-0.428571429
4304,-1,-1,0.333333333,0,0,-1,0,0,-1
4305,-1,1,0.333333333,0,0,-1,0,0,0.428571429
4306,-0.733333333,1,-0.333333333,0,1,1,0,0,0.428571429
4307,-1,1,0.333333333,0,0,-1,-1,0,-0.428571429
4308,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
4309,-1,-1,-0.333333333,0,0,0,-1,-1,-0.428571429
4310,-0.733333333,-1,-0.333333333,-1,0,-1,0,-1,-0.428571429
4311,-1,1,-0.333333333,0,0,1,0,0,1
4312,-0.866666667,1,0.333333333,1,0,-1,0,-1,0.428571429
4313,-1,1,1,0,1,1,-1,0,1
4314,-1,-1,-0.333333333,0,0,1,0,1,0.428571429
4315,-1,-1,0.333333333,0,0,-1,0,-1,0.428571429
4316,-0.866666667,-1,-0.333333333,0,0,-1,0,0,0.428571429
4317,-1,-1,0.333333333,0,0,0,0,-1,-0.428571429
4318,-1,-1,0.333333333,0,0,0,0,0,0.428571429
4319,-1,-1,0.333333333,0,0,0,0,0,1
4320,-1,-1,-0.333333333,-1,0,0,0,0,0.428571429
4321,-1,-1,1,1,0,-1,0,-1,1
4322,-1,-1,1,0,0,0,0,0,1
4323,-1,-1,-0.333333333,-1,0,0,-1,-1,0.428571429
4324,-0.733333333,-1,1,-1,0,-1,-1,-1,-1
4325,-1,-1,-0.333333333,-1,0,0,0,0,-0.428571429
4326,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
4327,-1,-1,0.333333333,0,1,-1,-1,-1,1
4328,-1,-1,1,0,0,-1,0,0,0.428571429
4329,-0.733333333,-1,1,0,0,1,0,-1,1
4330,-1,-1,-0.333333333,0,0,0,0,0,1
4331,-1,-1,-1,0,0,0,-1,-1,-0.428571429
4332,-1,-1,0.333333333,0,0,0,0,0,-0.428571429
4333,-1,-1,-1,0,0,0,0,-1,-0.428571429
4334,-1,-1,0.333333333,0,-1,-1,0,-1,-0.428571429
4335,-1,-1,-0.333333333,0,0,0,0,-1,-1
4336,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
4337,-1,-1,1,1,0,0,-1,0,0.428571429
4338,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
4339,-1,-1,-0.333333333,0,0,0,0,0,-0.428571429
4340,-1,-1,0.333333333,0,0,0,-1,0,-0.428571429
4341,-1,-1,0.333333333,0,0,0,0,0,-1
4342,-0.733333333,-1,0.333333333,-1,-1,-1,0,-1,-1
4343,-1,-1,1,0,0,-1,0,0,-1
4344,-1,1,0.333333333,-1,0,-1,-1,0,1
4345,-0.866666667,1,-0.333333333,0,1,-1,0,0,0.428571429
4346,-0.733333333,1,-0.333333333,0,0,-1,-1,-1,0.428571429
4347,-0.866666667,-1,0.333333333,0,0,-1,0,0,0.428571429
4348,0.2,-1,1,0,0,-1,0,-1,-0.428571429
4349,-1,-1,-1,0,-1,-1,-1,-1,0.428571429
4350,-0.733333333,-1,-0.333333333,0,1,-1,0,0,0.428571429
4351,-0.6,-1,1,0,0,-1,0,-1,-0.428571429
4352,-1,-1,1,-1,0,1,0,0,0.428571429
4353,-0.866666667,1,-0.333333333,0,0,1,0,0,-0.428571429
4354,-0.866666667,-1,-0.333333333,-1,0,-1,0,0,0.428571429
4355,-1,-1,1,-1,-1,-1,0,0,-1
4356,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
4357,-0.6,-1,0.333333333,-1,-1,-1,0,0,-0.428571429
4358,0.066666667,-1,1,0,-1,0,-1,0,1
4359,-0.733333333,-1,-0.333333333,1,1,-1,0,0,1
4360,-0.866666667,1,-0.333333333,0,0,-1,0,0,0.428571429
4361,-0.866666667,1,-0.333333333,0,1,-1,0,0,-0.428571429
4362,-0.866666667,-1,1,0,0,-1,0,-1,0.428571429
4363,-1,-1,0.333333333,1,0,0,0,0,-0.428571429
4364,-1,-1,1,0,0,-1,0,0,0.428571429
4365,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
4366,-0.866666667,-1,-0.333333333,0,0,-1,0,0,1
4367,-0.866666667,-1,0.333333333,0,0,0,0,0,-0.428571429
4368,-0.6,-1,-1,0,0,-1,0,-1,0.428571429
4369,-1,-1,0.333333333,0,0,1,0,0,1
4370,-1,-1,-1,0,0,-1,-1,-1,1
4371,-1,-1,1,0,0,-1,0,0,-0.428571429
4372,-1,-1,1,0,0,-1,-1,-1,-1
4373,-1,-1,1,-1,-1,-1,0,0,-0.428571429
4374,-1,-1,-1,0,0,-1,0,-1,0.428571429
4375,-1,-1,-0.333333333,-1,1,-1,0,-1,0.428571429
4376,-0.866666667,-1,0.333333333,1,0,-1,0,-1,0.428571429
4377,-1,-1,-0.333333333,0,-1,-1,-1,-1,0.428571429
4378,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
4379,-1,1,1,0,0,-1,0,0,-0.428571429
4380,-0.866666667,1,0.333333333,-1,0,0,0,0,-0.428571429
4381,-1,1,-0.333333333,-1,0,-1,0,0,-1
4382,-1,-1,-1,0,1,-1,0,1,1
4383,-0.866666667,-1,-1,-1,1,0,-1,-1,1
4384,-0.866666667,-1,-1,0,0,-1,0,0,0.428571429
4385,-0.866666667,-1,-0.333333333,-1,0,-1,-1,-1,-0.428571429
4386,-0.866666667,-1,-0.333333333,1,0,-1,0,0,-0.428571429
4387,-1,-1,1,0,0,-1,-1,0,-0.428571429
4388,-1,-1,-0.333333333,0,0,-1,-1,-1,0.428571429
4389,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
4390,-1,-1,0.333333333,-1,0,-1,0,0,0.428571429
4391,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
4392,-1,-1,0.333333333,1,0,-1,0,0,-0.428571429
4393,-1,-1,-0.333333333,-1,0,1,0,0,-0.428571429
4394,-1,-1,0.333333333,0,0,0,0,0,0.428571429
4395,-0.2,-1,0.333333333,0,1,-1,-1,-1,0.428571429
4396,0.733333333,-1,1,0,0,1,0,-1,1
4397,-1,-1,1,0,0,-1,-1,0,0.428571429
4398,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
4399,-1,-1,0.333333333,-1,0,-1,-1,0,-0.428571429
4400,-1,-1,-0.333333333,0,0,-1,0,-1,-0.428571429
4401,-0.866666667,-1,-0.333333333,0,-1,-1,0,0,0.428571429
4402,-1,-1,-0.333333333,0,0,-1,0,0,1
4403,-1,-1,-0.333333333,1,0,1,0,0,0.428571429
4404,-1,1,0.333333333,0,0,-1,-1,0,-0.428571429
4405,-1,1,-0.333333333,0,0,0,-1,0,0.428571429
4406,-0.866666667,1,-0.333333333,-1,0,-1,0,0,-0.428571429
4407,-1,-1,0.333333333,0,-1,-1,0,0,-0.428571429
4408,-1,-1,-0.333333333,0,-1,-1,0,-1,-0.428571429
4409,-0.733333333,-1,-1,1,0,1,0,-1,-0.428571429
4410,-1,-1,1,-1,-1,-1,-1,-1,-0.428571429
4411,-1,-1,-0.333333333,0,0,1,0,0,0.428571429
4412,-1,-1,0.333333333,0,0,-1,0,-1,-1
4413,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
4414,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
4415,-0.866666667,-1,1,0,0,-1,-1,0,-1
4416,-1,-1,0.333333333,-1,0,-1,0,0,-1
4417,-0.866666667,-1,0.333333333,0,-1,-1,0,-1,-0.428571429
4418,-0.866666667,-1,0.333333333,0,0,-1,-1,0,0.428571429
4419,-0.866666667,-1,0.333333333,0,-1,-1,0,0,1
4420,-0.866666667,1,-0.333333333,1,0,-1,0,-1,0.428571429
4421,-1,1,0.333333333,0,0,-1,-1,-1,-0.428571429
4422,-0.866666667,1,-0.333333333,0,0,-1,0,0,1
4423,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
4424,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
4425,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
4426,-0.866666667,-1,-0.333333333,0,0,0,0,-1,-0.428571429
4427,-0.733333333,-1,1,0,0,-1,0,0,-1
4428,-1,-1,1,-1,1,0,0,0,-0.428571429
4429,-1,-1,-1,-1,-1,-1,0,0,-0.428571429
4430,-0.733333333,-1,-1,0,0,-1,-1,-1,-0.428571429
4431,-0.6,-1,-0.333333333,0,0,-1,0,0,0.428571429
4432,-0.2,-1,0.333333333,0,-1,-1,0,-1,-0.428571429
4433,-0.866666667,-1,-0.333333333,1,0,1,-1,0,0.428571429
4434,-1,-1,-0.333333333,0,0,0,0,0,1
4435,-1,-1,-0.333333333,1,0,-1,0,0,1
4436,-1,-1,0.333333333,-1,0,1,0,0,0.428571429
4437,-0.733333333,-1,-0.333333333,1,0,1,0,-1,0.428571429
4438,-0.866666667,-1,0.333333333,0,0,-1,0,-1,-0.428571429
4439,-1,-1,-1,0,-1,-1,-1,-1,0.428571429
4440,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
4441,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
4442,-1,-1,-1,-1,0,-1,0,-1,0.428571429
4443,-0.733333333,-1,-0.333333333,0,0,-1,0,-1,-0.428571429
4444,-1,-1,1,0,-1,-1,-1,0,-0.428571429
4445,-0.6,-1,-0.333333333,0,0,-1,-1,0,-0.428571429
4446,-0.866666667,-1,-0.333333333,0,0,0,0,0,-0.428571429
4447,-1,1,-0.333333333,0,-1,-1,0,-1,-0.428571429
4448,-0.866666667,1,1,0,0,-1,-1,-1,-1
4449,-1,1,-1,0,0,0,0,0,1
4450,-1,-1,-0.333333333,0,1,-1,0,0,-0.428571429
4451,-1,-1,1,0,0,-1,0,0,-1
4452,-1,-1,1,-1,0,-1,0,0,-0.428571429
4453,-1,-1,-1,0,0,1,0,0,0.428571429
4454,-1,-1,-0.333333333,1,0,0,0,-1,-0.428571429
4455,-1,-1,-0.333333333,-1,0,-1,0,0,-1
4456,-0.6,1,-0.333333333,0,-1,-1,0,0,-1
4457,-0.866666667,1,-1,0,0,0,0,-1,0.428571429
4458,-1,-1,-1,0,0,0,0,0,0.428571429
4459,-1,-1,-1,0,0,-1,0,-1,-0.428571429
4460,-1,-1,-0.333333333,0,-1,-1,0,-1,0.428571429
4461,-1,-1,0.333333333,1,0,-1,0,0,0.428571429
4462,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
4463,-0.866666667,-1,0.333333333,0,1,-1,0,0,0.428571429
4464,-1,-1,0.333333333,0,0,-1,0,0,1
4465,-1,-1,0.333333333,0,0,-1,-1,0,0.428571429
4466,-0.866666667,-1,-0.333333333,0,0,-1,0,0,0.428571429
4467,-1,-1,0.333333333,0,0,1,-1,0,-0.428571429
4468,-0.866666667,-1,0.333333333,-1,0,-1,-1,0,-0.428571429
4469,-0.866666667,-1,-0.333333333,0,0,0,0,-1,-0.428571429
4470,-1,-1,-1,0,0,-1,0,0,0.428571429
4471,-1,-1,-1,0,0,0,0,0,0.428571429
4472,-1,-1,-1,1,0,-1,0,0,-0.428571429
4473,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
4474,-0.6,-1,-0.333333333,-1,0,-1,0,-1,0.428571429
4475,-1,-1,-0.333333333,0,0,1,-1,1,0.428571429
4476,-0.733333333,-1,0.333333333,0,0,-1,0,-1,0.428571429
4477,-1,-1,-0.333333333,0,-1,-1,-1,-1,-0.428571429
4478,-1,-1,1,0,0,-1,-1,-1,-0.428571429
4479,-1,-1,-1,0,0,0,0,0,0.428571429
4480,-1,-1,-0.333333333,0,-1,-1,0,0,0.428571429
4481,-0.866666667,-1,-0.333333333,-1,0,-1,0,-1,-0.428571429
4482,-1,-1,-0.333333333,1,0,-1,0,-1,-1
4483,-1,1,-0.333333333,-1,0,-1,-1,0,-0.428571429
4484,-1,1,-1,0,0,-1,0,-1,1
4485,-1,1,1,0,0,-1,-1,-1,-0.428571429
4486,-1,-1,1,0,0,-1,-1,0,-1
4487,-1,-1,1,-1,-1,-1,-1,-1,-1
4488,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
4489,-1,-1,0.333333333,0,0,-1,-1,0,-1
4490,-0.6,-1,-1,1,0,-1,-1,0,0.428571429
4491,-1,-1,-0.333333333,-1,0,-1,-1,-1,0.428571429
4492,-1,-1,1,0,0,-1,0,-1,-1
4493,-1,-1,-0.333333333,0,0,-1,0,0,1
4494,-1,-1,-0.333333333,0,0,1,0,0,-0.428571429
4495,-1,-1,-0.333333333,-1,0,0,0,-1,-0.428571429
4496,-1,-1,1,1,0,-1,0,0,-0.428571429
4497,-0.866666667,-1,-0.333333333,1,0,1,-1,-1,-0.428571429
4498,-0.866666667,-1,0.333333333,1,0,1,-1,-1,0.428571429
4499,-0.866666667,-1,-1,0,1,0,0,0,0.428571429
4500,-0.866666667,-1,-0.333333333,0,0,-1,0,-1,0.428571429
4501,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
4502,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
4503,-1,-1,0.333333333,0,0,-1,0,-1,0.428571429
4504,-0.866666667,-1,1,0,-1,1,0,0,-0.428571429
4505,-1,-1,1,0,-1,-1,0,0,0.428571429
4506,-1,-1,-0.333333333,-1,0,-1,0,0,0.428571429
4507,-1,-1,0.333333333,-1,-1,-1,-1,-1,-1
4508,-1,-1,-0.333333333,0,0,0,0,0,1
4509,-1,-1,-0.333333333,-1,0,-1,0,0,0.428571429
4510,-1,-1,-1,0,0,0,0,0,1
4511,-1,-1,0.333333333,0,0,0,0,0,0.428571429
4512,-0.733333333,-1,-1,0,-1,-1,0,0,-0.428571429
4513,-1,-1,-1,0,-1,0,0,-1,-0.428571429
4514,-0.866666667,-1,0.333333333,0,0,-1,0,-1,-0.428571429
4515,-0.866666667,-1,1,0,0,-1,0,-1,-0.428571429
4516,-1,-1,-0.333333333,-1,0,0,-1,-1,0.428571429
4517,-1,-1,1,0,0,-1,0,0,-0.428571429
4518,-1,-1,-0.333333333,0,0,0,0,0,0.428571429
4519,-1,-1,-0.333333333,0,0,-1,0,0,1
4520,-1,-1,1,0,0,-1,0,-1,0.428571429
4521,-1,-1,-0.333333333,0,-1,-1,0,0,0.428571429
4522,-1,-1,-1,0,0,1,0,0,0.428571429
4523,-1,-1,-0.333333333,0,0,0,-1,1,0.428571429
4524,-0.6,-1,0.333333333,0,0,-1,0,-1,-0.428571429
4525,-0.733333333,-1,-1,0,0,0,-1,0,-0.428571429
4526,-1,-1,-0.333333333,0,0,0,0,-1,-0.428571429
4527,-0.733333333,-1,0.333333333,-1,-1,-1,0,0,-1
4528,-1,-1,1,0,0,-1,1,1,0.428571429
4529,-1,-1,1,0,-1,0,0,0,-0.428571429
4530,-0.733333333,-1,0.333333333,0,0,0,0,0,0.428571429
4531,-1,-1,-1,0,-1,-1,0,0,0.428571429
4532,-1,-1,0.333333333,-1,-1,-1,0,0,-0.428571429
4533,-1,-1,-0.333333333,0,0,-1,0,0,1
4534,-0.866666667,-1,0.333333333,1,-1,-1,0,0,-0.428571429
4535,-0.6,-1,0.333333333,-1,0,-1,-1,0,-1
4536,-1,-1,-1,-1,0,-1,0,-1,0.428571429
4537,-0.333333333,-1,1,0,-1,0,0,0,0.428571429
4538,-1,-1,-0.333333333,0,0,1,0,0,0.428571429
4539,-1,-1,-0.333333333,-1,0,-1,0,-1,-0.428571429
4540,-0.866666667,-1,0.333333333,0,0,-1,0,0,-0.428571429
4541,-1,-1,-0.333333333,1,0,-1,-1,-1,0.428571429
4542,-1,-1,0.333333333,0,0,0,0,0,-0.428571429
4543,-1,-1,-1,1,0,-1,0,-1,-0.428571429
4544,-1,1,1,0,0,-1,0,-1,-1
4545,-1,1,-0.333333333,-1,0,-1,-1,0,-0.428571429
4546,-1,1,1,-1,-1,-1,0,0,-1
4547,-1,-1,-0.333333333,-1,0,-1,0,-1,-0.428571429
4548,-0.866666667,-1,-0.333333333,0,0,-1,0,0,-1
4549,-0.6,-1,-0.333333333,0,0,0,-1,-1,-0.428571429
4550,-1,1,0.333333333,0,0,-1,0,0,-0.428571429
4551,-1,1,-0.333333333,1,0,-1,0,-1,1
4552,-1,1,0.333333333,0,1,-1,1,-1,1
4553,-1,-1,0.333333333,-1,0,-1,-1,0,-0.428571429
4554,-1,-1,1,-1,0,-1,-1,0,-1
4555,-1,-1,0.333333333,-1,0,-1,-1,-1,-0.428571429
4556,-1,-1,1,0,0,-1,0,-1,-1
4557,-1,-1,-0.333333333,-1,0,-1,-1,-1,-0.428571429
4558,-1,-1,-0.333333333,0,0,1,0,0,0.428571429
4559,-1,-1,-1,0,1,0,0,0,0.428571429
4560,-1,-1,-1,0,0,0,0,0,0.428571429
4561,-1,-1,-1,0,0,-1,0,0,-0.428571429
4562,-1,-1,-0.333333333,0,0,-1,0,-1,-0.428571429
4563,-0.733333333,-1,0.333333333,0,-1,0,0,0,0.428571429
4564,-1,-1,0.333333333,-1,0,-1,-1,0,-0.428571429
4565,-1,-1,1,0,0,-1,0,0,-1
4566,-1,-1,0.333333333,0,1,-1,-1,0,-0.428571429
4567,-0.733333333,-1,1,-1,0,1,0,0,-1
4568,-1,-1,1,0,0,-1,0,0,-1
4569,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
4570,-0.733333333,-1,-0.333333333,0,0,-1,0,-1,0.428571429
4571,-1,-1,-0.333333333,0,0,-1,-1,-1,-0.428571429
4572,-1,-1,-0.333333333,0,0,0,-1,0,0.428571429
4573,-1,-1,1,0,0,0,0,0,1
4574,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
4575,-0.866666667,-1,0.333333333,0,0,-1,0,-1,-0.428571429
4576,-0.733333333,-1,1,0,0,-1,0,0,-0.428571429
4577,-0.866666667,-1,-0.333333333,0,0,-1,-1,0,-0.428571429
4578,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
4579,-0.466666667,-1,0.333333333,-1,-1,-1,0,0,-0.428571429
4580,-1,-1,-1,0,0,-1,0,0,-0.428571429
4581,-0.866666667,1,-0.333333333,-1,0,-1,-1,-1,0.428571429
4582,-0.866666667,1,1,1,0,1,0,0,0.428571429
4583,-1,1,-0.333333333,1,1,0,0,0,0.428571429
4584,-1,-1,0.333333333,0,0,0,0,0,-0.428571429
4585,-1,-1,0.333333333,-1,0,-1,0,0,-0.428571429
4586,-0.866666667,-1,0.333333333,-1,1,-1,-1,-1,-0.428571429
4587,-1,1,-0.333333333,0,0,-1,0,0,-0.428571429
4588,-1,1,0.333333333,0,1,1,0,0,1
4589,-1,1,-0.333333333,0,0,-1,0,1,1
4590,-1,-1,-0.333333333,-1,0,-1,0,0,0.428571429
4591,-1,-1,-0.333333333,0,0,1,0,-1,0.428571429
4592,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
4593,-1,-1,1,0,0,-1,-1,0,1
4594,-1,-1,-0.333333333,0,-1,-1,-1,0,0.428571429
4595,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
4596,-1,-1,-0.333333333,0,0,0,-1,0,-1
4597,-1,-1,-1,0,0,-1,-1,0,-0.428571429
4598,-1,-1,1,0,0,-1,0,-1,-0.428571429
4599,-1,-1,-0.333333333,0,0,-1,0,-1,-0.428571429
4600,-1,-1,-0.333333333,0,0,0,0,0,0.428571429
4601,-0.733333333,-1,-0.333333333,0,1,0,0,0,1
4602,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
4603,-0.733333333,-1,-0.333333333,0,-1,-1,0,0,-0.428571429
4604,-1,-1,-0.333333333,0,0,1,-1,0,0.428571429
4605,-1,-1,1,-1,0,-1,0,0,0.428571429
4606,-1,-1,0.333333333,1,0,-1,0,-1,0.428571429
4607,-1,-1,-0.333333333,0,0,-1,-1,0,1
4608,-1,-1,-1,0,-1,-1,0,-1,0.428571429
4609,-1,-1,-0.333333333,0,0,0,0,0,0.428571429
4610,-0.866666667,-1,-0.333333333,0,1,-1,-1,0,0.428571429
4611,-0.866666667,-1,1,-1,0,-1,0,-1,0.428571429
4612,-1,-1,-0.333333333,0,0,-1,0,-1,0.428571429
4613,-1,-1,0.333333333,-1,0,0,0,0,-1
4614,-1,1,0.333333333,-1,1,-1,0,0,0.428571429
4615,-1,1,-0.333333333,0,1,-1,0,-1,1
4616,-1,1,-0.333333333,0,0,-1,0,0,0.428571429
4617,-1,1,0.333333333,0,0,-1,-1,-1,1
4618,-1,1,-0.333333333,0,0,-1,0,-1,-0.428571429
4619,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
4620,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
4621,-0.866666667,-1,-0.333333333,0,0,-1,0,0,0.428571429
4622,-0.866666667,-1,1,0,0,-1,-1,0,-1
4623,-1,-1,0.333333333,-1,0,-1,-1,0,-1
4624,-1,-1,-0.333333333,-1,0,-1,0,0,-1
4625,-1,-1,-0.333333333,-1,0,1,0,0,0.428571429
4626,-1,-1,1,0,0,0,0,0,0.428571429
4627,-1,-1,0.333333333,0,0,0,0,0,0.428571429
4628,-1,-1,-0.333333333,-1,0,0,-1,0,1
4629,-1,-1,-1,0,0,-1,0,1,0.428571429
4630,-0.733333333,-1,-0.333333333,0,0,0,-1,0,0.428571429
4631,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
4632,-1,-1,-0.333333333,-1,-1,-1,0,0,-0.428571429
4633,-1,-1,0.333333333,0,-1,-1,0,0,1
4634,-1,1,0.333333333,0,1,-1,0,0,1
4635,-1,1,1,0,0,-1,-1,0,-0.428571429
4636,-1,1,-1,0,0,-1,0,0,0.428571429
4637,-0.6,1,-1,0,1,-1,-1,-1,1
4638,-1,-1,-0.333333333,0,0,-1,0,-1,0.428571429
4639,-0.733333333,-1,0.333333333,-1,-1,-1,0,0,-0.428571429
4640,-1,-1,1,0,0,1,0,0,-0.428571429
4641,-0.466666667,-1,1,1,-1,-1,0,-1,0.428571429
4642,-1,-1,-0.333333333,1,0,-1,-1,-1,0.428571429
4643,-0.866666667,-1,0.333333333,-1,1,-1,0,0,1
4644,-0.866666667,-1,0.333333333,-1,1,-1,-1,-1,-1
4645,-1,-1,0.333333333,1,0,0,-1,0,0.428571429
